Age,Gender,Education Level,Job Title,Years of Experience,City,Salary
42.0,Male,High School,Customer Support Specialist,13.8,San Francisco,82197.74
21.0,Female,Bachelor's,Project Manager,0.0,Denver,70427.57
21.0,Female,Master's,Marketing Manager,0.0,Chicago,83155.38
37.0,Male,Bachelor's,HR Manager,9.7,Austin,89557.44
32.0,Male,PhD,DevOps Engineer,6.4,Seattle,135032.9
34.0,Male,Bachelor's,Software Engineer,6.3,Atlanta,77829.15
21.0,Male,Bachelor's,Operations Manager,0.0,Remote,68016.13
46.0,Male,High School,Operations Manager,12.5,San Francisco,91767.45
35.0,Male,Bachelor's,Product Manager,3.8,Remote,74337.37
37.0,Male,Bachelor's,Operations Manager,10.4,Austin,97573.32
30.0,Male,Bachelor's,UX Designer,8.9,Austin,97130.68
29.0,Female,Master's,Research Scientist,4.6,Atlanta,114998.82
28.0,Female,Master's,Data Scientist,0.0,Austin,101487.92
48.0,Male,Bachelor's,Sales Executive,16.1,Remote,87373.44
29.0,Male,Master's,Project Manager,,Atlanta,86547.88
49.0,Female,High School,Software Engineer,16.0,Austin,112144.77
24.0,Male,High School,Sales Executive,1.1,New York,52945.54
51.0,Female,High School,Customer Support Specialist,17.3,Austin,86733.51
53.0,Female,Master's,DevOps Engineer,,Boston,126856.05
35.0,Male,Bachelor's,Financial Analyst,6.5,Atlanta,69726.6
48.0,Male,Master's,Data Scientist,20.2,Remote,136006.84
21.0,Female,Bachelor's,Product Manager,0.0,New York,89161.99
29.0,Male,Master's,Product Manager,3.6,Remote,103058.34
40.0,Male,Bachelor's,Data Scientist,11.0,San Francisco,120831.2
25.0,Female,Bachelor's,Product Manager,0.4,Seattle,91787.76
40.0,Male,Master's,Customer Support Specialist,12.8,San Francisco,110615.7
43.0,Female,Bachelor's,Financial Analyst,9.9,Boston,83855.9
33.0,Male,Master's,Research Scientist,9.4,Seattle,126514.17
25.0,Male,Master's,Business Analyst,2.8,Atlanta,77327.54
26.0,Male,Master's,Software Engineer,1.5,Denver,86984.37
38.0,Male,Master's,Research Scientist,10.8,Denver,115436.51
44.0,Female,Master's,Business Analyst,9.4,Boston,101785.77
44.0,Female,Bachelor's,Customer Support Specialist,11.7,New York,104591.08
42.0,Male,High School,Research Scientist,13.7,Chicago,88207.43
32.0,Female,PhD,Data Scientist,8.1,Chicago,139304.17
33.0,Female,Bachelor's,Operations Manager,8.7,Chicago,80795.27
23.0,Male,Bachelor's,Research Scientist,0.1,San Francisco,100492.59
42.0,Female,Master's,Product Manager,13.1,San Francisco,148773.16
32.0,Female,Master's,HR Manager,7.7,Atlanta,98220.63
41.0,Female,Master's,Marketing Manager,10.9,Atlanta,107702.59
45.0,Female,Master's,HR Manager,3.9,Atlanta,89062.08
42.0,Female,Bachelor's,Data Scientist,9.2,Chicago,109390.13
35.0,Male,Master's,Project Manager,9.8,Chicago,108232.15
29.0,Male,Master's,Operations Manager,7.7,New York,116081.51
38.0,Male,Bachelor's,Operations Manager,10.0,Denver,95676.48
42.0,Female,Master's,UX Designer,13.5,Austin,110604.21
48.0,Male,PhD,Data Scientist,5.1,Chicago,133350.12
21.0,Female,Master's,Sales Executive,0.0,Seattle,68180.46
33.0,Female,High School,Data Analyst,7.8,Boston,68663.65
50.0,Female,Master's,Research Scientist,17.4,San Francisco,147794.55
26.0,Male,Master's,Marketing Manager,1.3,Atlanta,88331.51
23.0,Male,High School,Data Analyst,0.0,Austin,38145.86
29.0,Male,Bachelor's,Financial Analyst,2.1,Austin,63168.45
36.0,Male,Bachelor's,UX Designer,5.9,Remote,74944.52
51.0,,Bachelor's,Customer Support Specialist,19.7,Atlanta,79522.82
32.0,Male,Bachelor's,Sales Executive,9.0,Chicago,73347.53
31.0,Female,Master's,Marketing Manager,5.6,Denver,86715.22
34.0,Female,Bachelor's,Sales Executive,6.3,Boston,66955.12
28.0,Female,Master's,Sales Executive,5.6,Remote,79897.56
33.0,Male,Bachelor's,DevOps Engineer,4.3,San Francisco,108216.2
32.0,Female,Bachelor's,Sales Executive,9.7,Chicago,82644.62
37.0,Female,Master's,Data Scientist,5.7,Austin,101338.26
45.0,Female,Bachelor's,Data Analyst,13.2,New York,113154.1
21.0,Male,Master's,Data Analyst,0.0,Remote,68001.57
36.0,Male,Bachelor's,Operations Manager,10.5,Atlanta,87862.2
37.0,Female,PhD,Business Analyst,11.2,Atlanta,115432.35
21.0,Male,Master's,Customer Support Specialist,,Boston,78433.7
21.0,Female,Bachelor's,Marketing Manager,0.0,San Francisco,78143.28
28.0,Male,Master's,Business Analyst,3.2,Chicago,83868.56
41.0,Male,Master's,Sales Executive,6.9,Chicago,92925.69
42.0,Male,Master's,HR Manager,11.8,San Francisco,125279.26
49.0,Female,High School,Business Analyst,16.2,Seattle,88021.75
26.0,Male,Bachelor's,Data Analyst,4.1,San Francisco,79661.6
37.0,Female,Bachelor's,DevOps Engineer,9.7,Remote,93200.16
22.0,,High School,Sales Executive,1.0,Denver,61823.1
40.0,Female,Master's,Operations Manager,17.4,Seattle,130427.37
37.0,Male,Bachelor's,Business Analyst,12.9,San Francisco,107162.51
48.0,Female,Bachelor's,Product Manager,14.3,Boston,121105.82
35.0,Male,High School,UX Designer,7.8,San Francisco,87361.56
37.0,Male,Master's,Product Manager,7.6,Remote,108247.68
30.0,Female,High School,Marketing Manager,1.8,Boston,59735.74
39.0,Female,Bachelor's,Product Manager,12.0,Atlanta,115846.46
27.0,Male,Bachelor's,Software Engineer,6.0,Chicago,97784.33
27.0,Female,Master's,Research Scientist,0.0,Denver,96708.13
26.0,Male,Bachelor's,Research Scientist,0.2,San Francisco,104154.08
40.0,Male,PhD,Financial Analyst,9.0,San Francisco,145396.77
21.0,Male,Master's,Software Engineer,0.0,Atlanta,93688.72
,Female,Bachelor's,Sales Executive,14.1,San Francisco,99643.28
37.0,Female,Bachelor's,Business Analyst,10.9,Chicago,86976.17
41.0,Female,Bachelor's,Business Analyst,15.5,Boston,103751.34
34.0,Female,High School,Data Analyst,6.6,Atlanta,56540.08
25.0,Male,Master's,Financial Analyst,1.5,Chicago,76939.55
27.0,Male,PhD,Financial Analyst,4.3,Denver,98027.96
25.0,Male,,Sales Executive,4.0,San Francisco,102390.36
35.0,Male,High School,UX Designer,8.0,San Francisco,85210.54
29.0,Male,Bachelor's,Data Analyst,1.2,Denver,56301.17
34.0,Female,Bachelor's,Operations Manager,2.6,Remote,60742.59
53.0,Male,Bachelor's,Customer Support Specialist,18.9,Boston,103238.6
24.0,Male,Bachelor's,HR Manager,0.4,Seattle,84190.67
41.0,Female,Bachelor's,Project Manager,9.2,Austin,86855.64
27.0,Male,Master's,DevOps Engineer,0.0,Austin,82847.43
21.0,Male,PhD,Data Scientist,0.0,Austin,121242.71
21.0,Male,High School,Product Manager,0.0,New York,75621.08
33.0,Male,Master's,Customer Support Specialist,4.3,New York,96808.98
42.0,Female,Bachelor's,DevOps Engineer,15.9,Denver,104094.76
40.0,Male,Bachelor's,Data Analyst,12.1,New York,99079.32
31.0,Female,Bachelor's,Business Analyst,7.8,Denver,82731.89
27.0,Male,High School,UX Designer,0.0,Atlanta,47981.2
35.0,Female,Bachelor's,Financial Analyst,9.2,Seattle,94385.63
49.0,Female,Master's,Product Manager,19.3,Denver,134901.51
24.0,Female,Bachelor's,Research Scientist,0.2,Atlanta,69732.53
33.0,Female,Bachelor's,Software Engineer,4.9,Atlanta,67768.9
26.0,Male,Bachelor's,Customer Support Specialist,1.9,Atlanta,53698.65
51.0,Male,High School,Project Manager,14.7,Chicago,110215.63
37.0,Female,Master's,Marketing Manager,8.6,Denver,100266.26
27.0,Male,Bachelor's,Sales Executive,0.0,Seattle,56366.15
37.0,Female,PhD,Project Manager,7.8,New York,150404.47
36.0,Female,Master's,Marketing Manager,4.0,New York,111094.13
34.0,Male,Bachelor's,Research Scientist,4.4,Remote,87539.73
38.0,Male,High School,Sales Executive,14.1,Boston,83367.82
32.0,Female,Bachelor's,Business Analyst,1.3,Boston,69823.85
55.0,Female,Master's,HR Manager,13.3,Seattle,110474.94
36.0,Male,,Data Scientist,5.0,Chicago,79817.58
29.0,Male,Bachelor's,Product Manager,,Denver,96434.17
30.0,Female,Master's,Data Scientist,2.7,New York,103906.13
45.0,Female,Bachelor's,Software Engineer,13.1,Boston,98882.89
46.0,Female,PhD,Operations Manager,9.9,Austin,131009.78
32.0,Female,Bachelor's,Project Manager,2.1,Boston,88373.79
30.0,Male,Bachelor's,Software Engineer,9.0,Remote,91525.88
21.0,Male,Master's,Customer Support Specialist,0.0,Austin,64383.76
47.0,Female,Bachelor's,Sales Executive,12.8,Seattle,100414.68
46.0,Female,High School,Operations Manager,12.4,Chicago,80362.09
35.0,Male,Bachelor's,Data Analyst,9.0,Denver,80903.37
46.0,Male,High School,HR Manager,17.9,Remote,86115.84
32.0,Male,Bachelor's,Research Scientist,2.7,San Francisco,91552.61
43.0,Male,Bachelor's,Data Analyst,7.6,Chicago,75445.38
26.0,Male,Master's,Customer Support Specialist,2.0,Chicago,68529.78
49.0,Male,High School,Project Manager,14.5,New York,101487.71
38.0,Female,High School,Project Manager,3.2,New York,85805.29
27.0,Female,Master's,Software Engineer,1.8,New York,105800.83
40.0,Male,High School,Business Analyst,15.3,Seattle,83804.55
,Male,High School,Software Engineer,4.8,Remote,56814.38
21.0,Female,PhD,DevOps Engineer,0.0,Chicago,116943.81
37.0,Male,,Sales Executive,8.7,Chicago,92446.47
21.0,Female,High School,Project Manager,0.0,Boston,68883.11
21.0,Male,Master's,Software Engineer,0.0,Remote,81751.4
44.0,Female,PhD,Software Engineer,11.5,Atlanta,128179.72
21.0,Male,Master's,Business Analyst,0.0,Seattle,83718.83
,Male,High School,Customer Support Specialist,2.3,Seattle,57020.84
31.0,Male,High School,Operations Manager,2.9,Chicago,59377.72
29.0,Female,High School,Customer Support Specialist,3.9,Seattle,56113.02
40.0,Female,Master's,Data Analyst,14.5,New York,138524.14
27.0,Male,Bachelor's,Sales Executive,6.0,Denver,65561.87
36.0,Female,PhD,Product Manager,7.3,New York,157499.77
57.0,Male,High School,Software Engineer,18.1,Boston,100196.93
33.0,Male,High School,Marketing Manager,11.4,Remote,60359.56
43.0,Male,Bachelor's,Sales Executive,9.1,Boston,85617.38
52.0,Male,High School,Customer Support Specialist,17.6,San Francisco,94785.3
31.0,Male,Bachelor's,UX Designer,4.5,Chicago,88637.4
45.0,Male,Bachelor's,Data Scientist,16.2,Seattle,126929.47
41.0,Female,Bachelor's,Research Scientist,18.4,Boston,142350.26
30.0,Male,High School,Data Analyst,6.2,Austin,61917.44
32.0,Male,PhD,Data Analyst,5.1,New York,131082.09
21.0,Male,Master's,Software Engineer,0.0,Seattle,96727.67
27.0,Male,Bachelor's,Data Analyst,3.4,Chicago,74725.68
33.0,Male,Bachelor's,Research Scientist,7.4,New York,106716.92
34.0,Male,Master's,Data Analyst,5.6,Austin,101659.4
,Female,Bachelor's,Project Manager,0.0,Atlanta,68585.67
43.0,Male,High School,Product Manager,15.3,San Francisco,124182.7
21.0,Male,Bachelor's,Software Engineer,0.0,San Francisco,96023.19
25.0,Female,Master's,Data Analyst,1.0,Atlanta,66688.61
,,Bachelor's,Software Engineer,5.2,Chicago,77362.29
22.0,Male,Bachelor's,Marketing Manager,0.2,Remote,41665.64
35.0,Female,Bachelor's,Operations Manager,8.8,Remote,68110.99
49.0,Female,High School,HR Manager,13.9,Boston,88559.81
38.0,Male,Master's,UX Designer,12.9,Boston,109622.19
39.0,Male,High School,Data Analyst,6.3,New York,78784.08
44.0,Male,Bachelor's,Research Scientist,8.7,Chicago,101999.5
,Female,Master's,Business Analyst,7.2,Remote,97574.94
30.0,Male,High School,Business Analyst,1.7,Denver,66133.38
45.0,Female,High School,HR Manager,12.7,New York,74040.78
25.0,Female,PhD,Research Scientist,3.5,Remote,108563.02
32.0,Male,High School,Project Manager,9.4,New York,97468.48
27.0,Female,Bachelor's,DevOps Engineer,1.7,San Francisco,105770.93
41.0,Female,Master's,Software Engineer,8.2,Atlanta,110412.33
35.0,Male,Bachelor's,Data Scientist,4.3,Atlanta,82147.37
41.0,Male,Bachelor's,Customer Support Specialist,9.1,San Francisco,108044.79
41.0,Female,Master's,Operations Manager,9.3,Boston,112549.58
29.0,Male,PhD,Data Analyst,0.0,Chicago,93198.31
36.0,Female,High School,DevOps Engineer,8.5,Boston,86133.59
52.0,Male,Master's,Operations Manager,,Denver,122793.37
32.0,Female,High School,Product Manager,6.2,Denver,78907.5
21.0,Male,PhD,UX Designer,0.0,Chicago,94992.56
28.0,Male,Bachelor's,Product Manager,4.8,San Francisco,108067.37
30.0,Male,PhD,Data Scientist,5.4,Austin,126577.57
23.0,Female,Bachelor's,Operations Manager,,Austin,61127.8
42.0,Male,Master's,Marketing Manager,6.9,Seattle,107514.0
21.0,Male,Bachelor's,Operations Manager,0.0,Atlanta,66556.27
36.0,Male,High School,Financial Analyst,5.1,Boston,55110.03
33.0,Female,High School,Research Scientist,7.5,Remote,69387.31
39.0,Male,PhD,Software Engineer,7.2,Remote,116042.78
43.0,Male,Bachelor's,Data Scientist,10.6,San Francisco,125177.61
26.0,Female,PhD,UX Designer,2.1,Chicago,105854.83
49.0,Male,Bachelor's,Sales Executive,18.3,New York,114997.8
21.0,Female,Master's,Software Engineer,0.0,Austin,88609.9
29.0,Female,Bachelor's,Sales Executive,2.8,Denver,53763.62
24.0,Male,Bachelor's,Sales Executive,1.0,Seattle,73440.51
35.0,Female,Master's,Financial Analyst,10.7,San Francisco,121838.69
21.0,Male,Master's,Business Analyst,0.0,Denver,83032.49
42.0,Male,Master's,Operations Manager,13.1,San Francisco,123314.98
37.0,Male,High School,Project Manager,7.4,San Francisco,95879.45
36.0,Male,Master's,Marketing Manager,11.4,San Francisco,131099.26
29.0,Female,Bachelor's,UX Designer,5.0,Austin,69608.26
57.0,Female,Bachelor's,DevOps Engineer,16.0,Austin,124106.63
27.0,Male,Master's,Product Manager,2.1,Atlanta,97369.66
42.0,Female,Bachelor's,Sales Executive,8.2,San Francisco,98088.53
33.0,Male,Bachelor's,Data Scientist,4.1,Seattle,104375.23
33.0,Female,Bachelor's,Data Scientist,8.8,San Francisco,124945.17
31.0,Female,Bachelor's,Marketing Manager,8.5,Remote,87711.15
22.0,Male,High School,Research Scientist,1.0,Denver,76430.22
34.0,Male,PhD,Software Engineer,4.7,Austin,124052.96
40.0,Male,Bachelor's,Financial Analyst,12.9,New York,101846.67
57.0,Male,Master's,Marketing Manager,23.2,Boston,147116.48
38.0,Female,High School,DevOps Engineer,10.2,San Francisco,98989.54
25.0,Female,Bachelor's,Marketing Manager,1.1,Boston,86751.68
35.0,Male,Master's,UX Designer,9.3,Chicago,105958.67
35.0,Female,Bachelor's,Project Manager,0.0,Seattle,76824.4
45.0,Female,Master's,Financial Analyst,17.9,Chicago,119903.37
21.0,Female,High School,Marketing Manager,0.0,San Francisco,73326.9
29.0,Female,Master's,Data Analyst,8.0,Remote,100407.14
47.0,Male,Master's,Operations Manager,9.4,Atlanta,104660.76
40.0,Male,Bachelor's,HR Manager,,Remote,77294.83
42.0,Female,High School,Data Analyst,8.5,Seattle,63766.94
55.0,Female,Bachelor's,Operations Manager,14.7,Austin,98808.83
21.0,Male,High School,Operations Manager,,Boston,60177.7
23.0,Female,High School,Software Engineer,1.2,New York,69858.74
40.0,Male,Bachelor's,Sales Executive,9.2,Seattle,89064.43
29.0,Male,Master's,Sales Executive,4.6,Austin,73163.59
42.0,Female,High School,Product Manager,14.6,Boston,106907.69
24.0,Female,Bachelor's,Operations Manager,2.4,Austin,82051.28
36.0,Female,High School,Financial Analyst,12.8,Denver,71963.34
26.0,Female,Bachelor's,Customer Support Specialist,2.3,San Francisco,71044.38
37.0,Male,PhD,DevOps Engineer,6.5,Austin,124735.27
36.0,Male,Bachelor's,Data Analyst,7.6,Atlanta,74276.38
30.0,Male,Bachelor's,Operations Manager,0.0,Seattle,77391.45
44.0,Male,Bachelor's,Marketing Manager,9.8,Denver,80542.44
60.0,Male,Master's,Research Scientist,23.1,San Francisco,161414.83
32.0,Male,Master's,Financial Analyst,7.2,Seattle,101081.83
40.0,Male,Bachelor's,Project Manager,7.9,Seattle,92402.87
27.0,Female,Bachelor's,Project Manager,2.4,Denver,76831.91
41.0,Female,Bachelor's,Customer Support Specialist,12.3,Boston,98194.74
25.0,Male,Master's,Software Engineer,3.3,Austin,89867.54
25.0,Female,Bachelor's,Data Scientist,0.0,Boston,87359.14
32.0,Female,High School,Product Manager,7.4,Chicago,83288.61
24.0,Female,Master's,Data Analyst,3.0,San Francisco,95647.14
37.0,Male,Bachelor's,Research Scientist,11.1,Seattle,117707.55
25.0,Female,Bachelor's,Data Analyst,3.8,New York,65369.68
30.0,Female,Bachelor's,HR Manager,6.0,San Francisco,84239.1
28.0,Male,Bachelor's,Software Engineer,5.8,Atlanta,80178.11
36.0,Female,High School,Marketing Manager,5.4,New York,77635.07
21.0,Male,Bachelor's,HR Manager,0.0,New York,65488.61
22.0,Male,Master's,Data Analyst,0.0,Seattle,72078.42
31.0,Female,Bachelor's,Business Analyst,4.3,Chicago,68863.32
29.0,Male,Bachelor's,Research Scientist,2.9,Atlanta,65060.68
37.0,Male,High School,UX Designer,7.1,Chicago,70829.19
38.0,Male,Bachelor's,Sales Executive,8.7,Remote,68007.45
32.0,Male,PhD,Marketing Manager,6.2,Denver,106695.2
28.0,Male,Bachelor's,DevOps Engineer,6.3,Denver,87553.22
27.0,Male,Master's,HR Manager,1.9,New York,87381.25
25.0,Male,Bachelor's,UX Designer,0.0,Denver,61544.39
33.0,Male,Bachelor's,Data Analyst,4.3,Austin,55952.44
40.0,Male,Bachelor's,Customer Support Specialist,7.5,Chicago,70739.63
21.0,Male,PhD,UX Designer,0.0,Atlanta,115120.26
21.0,Female,Bachelor's,UX Designer,0.0,Denver,58871.15
39.0,Female,Bachelor's,Customer Support Specialist,9.2,Atlanta,71316.25
44.0,Male,Master's,HR Manager,16.2,Seattle,111133.42
35.0,Male,Master's,DevOps Engineer,6.4,San Francisco,124981.05
45.0,Male,Bachelor's,Data Scientist,14.0,Boston,121513.43
27.0,Male,Bachelor's,Product Manager,2.6,Atlanta,92848.2
24.0,Male,High School,Data Scientist,2.9,Denver,73603.37
36.0,Male,High School,Marketing Manager,5.3,Denver,65031.88
47.0,Female,Bachelor's,Research Scientist,18.1,Denver,123635.51
24.0,Male,Bachelor's,Software Engineer,2.5,San Francisco,93985.69
24.0,Female,Bachelor's,Project Manager,0.0,New York,85926.51
42.0,Male,Bachelor's,HR Manager,6.0,Chicago,81788.39
34.0,Female,High School,Sales Executive,0.0,Seattle,45658.4
34.0,Male,Bachelor's,Data Analyst,9.5,Boston,73377.91
38.0,Female,High School,Customer Support Specialist,4.7,Boston,59700.03
30.0,Male,High School,Data Analyst,7.5,Atlanta,58658.6
41.0,Female,Bachelor's,HR Manager,11.6,Seattle,109943.0
35.0,Male,Bachelor's,Project Manager,9.5,San Francisco,119937.38
29.0,Male,Bachelor's,Business Analyst,4.5,Denver,76734.45
49.0,Female,Bachelor's,DevOps Engineer,17.2,Boston,124346.26
37.0,Female,Master's,DevOps Engineer,6.6,New York,118301.6
36.0,Female,Bachelor's,Sales Executive,8.7,Remote,74705.42
21.0,Male,Master's,Marketing Manager,0.0,Atlanta,88263.93
34.0,Female,Bachelor's,UX Designer,6.0,Chicago,88245.23
31.0,Female,Master's,Financial Analyst,2.7,Atlanta,78436.87
21.0,Male,Bachelor's,Data Analyst,0.0,Atlanta,70887.94
26.0,Female,Bachelor's,Customer Support Specialist,0.0,New York,72808.48
23.0,Female,PhD,Data Analyst,0.5,Seattle,99701.99
54.0,Female,Bachelor's,Sales Executive,19.3,Seattle,109837.59
42.0,Female,Bachelor's,Business Analyst,6.4,Chicago,85185.47
39.0,Female,Bachelor's,Marketing Manager,5.9,San Francisco,104177.8
32.0,Male,PhD,DevOps Engineer,1.3,Austin,119491.3
30.0,Male,Bachelor's,Software Engineer,1.8,Remote,57347.65
27.0,Female,Bachelor's,Marketing Manager,6.0,San Francisco,109916.66
29.0,Male,PhD,Software Engineer,3.4,Atlanta,129351.99
30.0,Male,Bachelor's,Research Scientist,0.0,Seattle,83144.76
33.0,Male,Bachelor's,Software Engineer,4.4,Denver,70751.81
36.0,Female,Master's,Product Manager,7.1,Remote,121734.56
25.0,Male,Master's,Data Analyst,3.7,Remote,71843.61
35.0,Female,High School,Research Scientist,9.7,Atlanta,95805.58
37.0,Male,Bachelor's,Project Manager,6.3,Remote,81737.21
30.0,Female,Bachelor's,DevOps Engineer,5.3,Boston,98976.23
29.0,Female,Bachelor's,Research Scientist,4.3,Denver,90989.89
38.0,Male,High School,HR Manager,11.5,Austin,71240.17
44.0,,Bachelor's,Financial Analyst,11.4,Remote,86145.81
21.0,Male,High School,Project Manager,0.0,Boston,59112.49
44.0,Female,High School,Customer Support Specialist,9.4,New York,76398.99
41.0,Male,Bachelor's,Financial Analyst,12.4,Austin,100411.68
43.0,Female,Master's,Research Scientist,12.9,New York,141276.49
38.0,Female,High School,Operations Manager,7.8,Chicago,69333.13
47.0,Male,PhD,Project Manager,13.6,Atlanta,128459.51
34.0,Female,Master's,Data Analyst,8.5,Atlanta,101343.79
36.0,Male,Master's,Research Scientist,10.1,Chicago,104860.39
35.0,Male,Bachelor's,UX Designer,7.1,San Francisco,102420.43
28.0,Female,High School,Operations Manager,4.8,San Francisco,92107.14
36.0,Male,High School,Software Engineer,13.5,Chicago,84982.94
26.0,Male,Bachelor's,Operations Manager,2.2,Boston,75197.32
34.0,Female,Bachelor's,HR Manager,12.4,Atlanta,107775.46
39.0,Male,PhD,HR Manager,4.2,New York,117185.29
39.0,Female,Bachelor's,Marketing Manager,9.5,Chicago,90937.65
39.0,Male,Master's,Data Scientist,8.2,New York,125093.3
31.0,Male,Bachelor's,Data Scientist,2.1,New York,89192.14
29.0,Female,Bachelor's,Product Manager,2.6,Chicago,96981.45
39.0,Female,Bachelor's,DevOps Engineer,5.4,San Francisco,108965.68
41.0,Male,Master's,Data Analyst,10.1,Chicago,95511.51
,Female,Master's,Customer Support Specialist,12.9,San Francisco,110820.02
46.0,Male,Master's,Marketing Manager,12.1,San Francisco,141241.29
36.0,Male,Master's,Data Analyst,11.6,Austin,103405.25
43.0,Female,PhD,DevOps Engineer,15.9,Chicago,143576.58
21.0,Male,High School,UX Designer,0.0,San Francisco,67032.96
45.0,Male,Master's,DevOps Engineer,9.5,Seattle,131077.6
42.0,Male,Bachelor's,Product Manager,7.7,Chicago,103677.11
47.0,Male,Bachelor's,DevOps Engineer,13.1,Chicago,99081.48
40.0,Female,Master's,Business Analyst,15.5,Austin,106980.26
33.0,Male,Bachelor's,DevOps Engineer,8.6,Remote,88505.28
37.0,Male,High School,Project Manager,5.9,Atlanta,65539.38
39.0,Male,Bachelor's,Research Scientist,8.5,Remote,76120.58
21.0,Male,Master's,Customer Support Specialist,0.0,Remote,71227.42
37.0,Male,,Marketing Manager,11.1,Chicago,123696.35
34.0,Female,Bachelor's,Software Engineer,4.5,San Francisco,98806.58
21.0,Female,Bachelor's,HR Manager,0.0,San Francisco,84407.69
31.0,Male,PhD,Operations Manager,5.9,New York,129900.99
21.0,Female,Bachelor's,UX Designer,0.0,Boston,63864.61
,Male,Bachelor's,Project Manager,4.0,Remote,76409.47
43.0,Male,PhD,HR Manager,11.5,Austin,130346.46
34.0,Male,Master's,Marketing Manager,2.8,Remote,69718.26
,Male,,Product Manager,16.7,Boston,129414.71
51.0,Female,Master's,UX Designer,17.5,Chicago,123179.28
26.0,Female,Bachelor's,Business Analyst,0.0,Boston,79248.71
37.0,Male,,Financial Analyst,8.3,New York,132628.34
46.0,Male,Master's,Data Scientist,16.4,Seattle,140876.96
36.0,Male,Bachelor's,Operations Manager,3.5,Remote,66931.22
25.0,,Bachelor's,Research Scientist,3.8,Remote,75292.51
21.0,Female,PhD,Software Engineer,0.0,Remote,102425.69
45.0,Male,Bachelor's,Customer Support Specialist,9.8,San Francisco,97458.56
32.0,Male,Bachelor's,Project Manager,8.8,Seattle,107754.37
23.0,Male,Bachelor's,Customer Support Specialist,2.0,Denver,59730.72
36.0,Male,Master's,Customer Support Specialist,8.7,Boston,106893.65
40.0,Female,Bachelor's,Business Analyst,8.5,San Francisco,108044.88
37.0,Male,Master's,Sales Executive,10.9,Denver,91240.37
21.0,Female,Bachelor's,Software Engineer,0.0,Seattle,89218.71
30.0,Male,Master's,Marketing Manager,3.3,Seattle,95635.71
22.0,Female,Bachelor's,Financial Analyst,1.0,San Francisco,89606.11
21.0,Female,High School,Software Engineer,0.0,Chicago,46237.34
38.0,Female,Master's,Financial Analyst,9.7,Denver,98742.28
45.0,Male,PhD,Project Manager,11.7,Chicago,134892.46
28.0,Male,Master's,Business Analyst,6.0,Boston,85781.25
37.0,Female,Bachelor's,Operations Manager,14.2,Remote,69183.2
46.0,Female,High School,Project Manager,11.1,Seattle,95608.96
28.0,Male,Bachelor's,Operations Manager,5.8,Boston,103657.17
37.0,Female,Bachelor's,DevOps Engineer,11.3,Boston,106885.71
26.0,Male,High School,Customer Support Specialist,3.1,Seattle,57212.25
32.0,Male,Bachelor's,Customer Support Specialist,1.8,Remote,50121.56
31.0,Male,Bachelor's,Marketing Manager,2.5,Denver,72685.4
36.0,Male,Bachelor's,Software Engineer,,Remote,92161.08
35.0,Female,Bachelor's,Data Analyst,8.0,Chicago,70078.86
29.0,Female,High School,Marketing Manager,0.0,Denver,51113.91
28.0,Female,,Data Analyst,0.0,Austin,59970.58
46.0,Male,Bachelor's,Financial Analyst,10.7,Chicago,85787.51
21.0,Male,Master's,Research Scientist,0.0,Remote,80063.78
,Female,Bachelor's,Operations Manager,0.0,Chicago,88782.74
,Male,Bachelor's,Research Scientist,10.2,Seattle,104697.53
32.0,Female,Master's,Data Analyst,7.1,Remote,87904.87
24.0,Male,Bachelor's,Project Manager,0.0,Austin,59429.36
31.0,Female,High School,DevOps Engineer,5.2,San Francisco,79618.56
28.0,Male,Master's,DevOps Engineer,7.0,San Francisco,130942.2
30.0,Female,High School,Business Analyst,4.4,Austin,68487.18
29.0,Male,Bachelor's,Business Analyst,3.7,Austin,70789.62
33.0,Male,Master's,Sales Executive,5.7,Seattle,97281.07
32.0,Female,,Product Manager,7.5,Seattle,127467.22
32.0,Male,High School,Sales Executive,9.4,Atlanta,58085.28
34.0,Male,Bachelor's,Product Manager,6.3,Atlanta,93877.43
38.0,Male,High School,Marketing Manager,15.1,Atlanta,84327.99
42.0,Male,PhD,Business Analyst,6.3,New York,139724.31
47.0,Female,Bachelor's,Operations Manager,16.7,Seattle,113565.97
33.0,Female,Master's,Research Scientist,8.3,Chicago,115283.86
21.0,Female,Bachelor's,DevOps Engineer,0.0,Boston,75117.33
26.0,Male,Bachelor's,Operations Manager,1.8,Boston,77054.46
25.0,Male,Master's,Data Analyst,1.2,Seattle,87904.12
39.0,Male,Master's,Data Scientist,8.5,Remote,100244.31
55.0,Female,Bachelor's,Data Scientist,10.5,Remote,101952.4
29.0,Female,PhD,Data Analyst,8.0,Atlanta,115688.72
41.0,Male,Master's,Data Scientist,15.9,New York,134319.29
54.0,Female,High School,Research Scientist,19.7,Chicago,109159.48
47.0,Male,High School,Business Analyst,12.8,Chicago,78382.85
31.0,Female,Bachelor's,Data Scientist,8.0,Atlanta,87939.61
36.0,Female,High School,Operations Manager,13.0,New York,97330.46
38.0,Male,High School,Product Manager,11.2,San Francisco,116086.05
29.0,Female,PhD,HR Manager,8.0,Seattle,131256.59
26.0,Female,Bachelor's,Operations Manager,2.5,New York,103335.71
30.0,Male,Bachelor's,Financial Analyst,2.9,Boston,78690.87
32.0,Female,Bachelor's,DevOps Engineer,3.7,Austin,79624.01
